global_question_id,global_passage_id,question_id,passage_id,question_text,choice_1,choice_2,choice_3,choice_4,correct_answer,question_type,difficulty,manual_review,used_count,level,fixed_question_text
248,703,35,3,What is the best title for this passage?,How to Build a Robot,Why Rules Matter,Deep Beneath the canopy of the,A Day at the Beach,Deep Beneath the canopy of the,Literal,2,FALSE,0,7,What is the best title for this passage?
249,703,36,3,What is the best title for this passage?,How to Build a Robot,Why Rules Matter,Deep Beneath the canopy of the,A Day at the Beach,Deep Beneath the canopy of the,Literal,2,FALSE,0,7,What is the best title for this passage?
250,703,37,3,What is the effect of the imagery used in 'The Map of an Unseen Forest'?,It deepens emotional impact,It distracts from key ideas,It clarifies technical processes,It adds humor,It deepens emotional impact,Style,2,FALSE,0,7,What is the effect of the imagery used in 'The Map of an Unseen Forest'?
251,703,38,3,What is the best title for this passage?,How to Build a Robot,Why Rules Matter,Deep Beneath the canopy of the,A Day at the Beach,Deep Beneath the canopy of the,Literal,2,FALSE,0,7,What is the best title for this passage?
252,703,39,3,What is the author's main purpose in this passage?,To entertain with a fantasy story.,To give step-by-step instructions for a craft.,To inform readers about a topic.,To persuade readers to buy a product.,To inform readers about a topic.,Inference,2,FALSE,0,7,", 'What is the main idea of the passage about nan?"
253,703,40,3,What is the tone of the concluding paragraph in 'The Map of an Unseen Forest'?,resigned yet hopeful,angry and urgent,indifferent,sarcastic,resigned yet hopeful,Tone,2,FALSE,0,7,What is the tone of the concluding paragraph in 'The Map of an Unseen Forest'?
254,703,41,3,What rhetorical device is most evident in 'The Map of an Unseen Forest'?,contrast,metaphor,hyperbole,irony,metaphor,Rhetoric,2,FALSE,0,7,What rhetorical device is most evident in 'The Map of an Unseen Forest'?
255,703,42,3,What evidence would most strengthen the author’s argument in 'The Map of an Unseen Forest'?,data illustrating long-term impact,an emotional anecdote,a list of names,a historical coincidence,data illustrating long-term impact,Synthesis,2,FALSE,0,7,What evidence would most strengthen the author’s argument in 'The Map of an Unseen Forest'?
256,703,43,3,What is the best title for this passage?,How to Build a Robot,Why Rules Matter,Deep Beneath the canopy of the,A Day at the Beach,Deep Beneath the canopy of the,Literal,2,FALSE,0,7,What is the best title for this passage?
257,703,44,3,"According to 'The Map of an Unseen Forest', what broader principle can be drawn?","Ethical insight arises from reflection, not haste",Power inevitably corrupts systems,Beauty guarantees truth,Failure defines genius,"Ethical insight arises from reflection, not haste",Theme,2,FALSE,0,7,"According to 'The Map of an Unseen Forest', what broader principle can be drawn?"
258,703,45,3,What is the best title for this passage?,How to Build a Robot,Why Rules Matter,Deep Beneath the canopy of the,A Day at the Beach,Deep Beneath the canopy of the,Literal,2,FALSE,0,7,What is the best title for this passage?
259,704,46,4,What is the central idea of 'The Arithmetic of Regret'?,The text explores balance between emotion and reason.,The text defends technological dominance.,The text argues for the end of tradition.,The text describes a personal failure.,The text explores balance between emotion and reason.,Central Idea,3,FALSE,0,7,What is the central idea of 'The Arithmetic of Regret'?
260,704,47,4,Which detail best supports the main idea in 'The Arithmetic of Regret'?,A quote illustrating moral balance,A statistical comparison of costs,A description of a building,A reference to an unrelated event,A quote illustrating moral balance,Evidence,3,FALSE,0,7,Which detail best supports the main idea in 'The Arithmetic of Regret'?
261,704,48,4,"In 'The Arithmetic of Regret', the word 'reflection' most nearly means—",serious thought,mirror image,light bounce,criticism,serious thought,Vocabulary,3,FALSE,0,7,"Replace 'reflection' with a word that appears in the passage, or rewrite the question to use passage vocabulary."
262,704,49,4,What can be inferred about the author’s tone in 'The Arithmetic of Regret'?,balanced and contemplative,sarcastic and dismissive,joyful and nostalgic,coldly scientific,balanced and contemplative,Inference,3,FALSE,0,7,What can be inferred about the author’s tone in 'The Arithmetic of Regret'?
263,704,50,4,How does the author develop the main argument in 'The Arithmetic of Regret'?,by contrasting ideals with outcomes,by listing statistics,by mocking opponents,by defining technical terms,by contrasting ideals with outcomes,Structure,3,FALSE,0,7,How does the author develop the main argument in 'The Arithmetic of Regret'?
264,704,51,4,Which statement best describes the author’s purpose in 'The Arithmetic of Regret'?,to examine human motivation through abstract analysis,to entertain through humor,to document historical data,to advocate for policy change,to examine human motivation through abstract analysis,Purpose,3,FALSE,0,7,Which statement best describes the author’s purpose in 'The Arithmetic of Regret'?
265,704,52,4,What is the effect of the imagery used in 'The Arithmetic of Regret'?,It deepens emotional impact,It distracts from key ideas,It clarifies technical processes,It adds humor,It deepens emotional impact,Style,3,FALSE,0,7,What is the effect of the imagery used in 'The Arithmetic of Regret'?
266,704,53,4,Which phrase from 'The Arithmetic of Regret' best supports the answer to the previous question?,a line describing contrast or silence,a line about weather,a figure of speech unrelated to theme,a numerical fact,a line describing contrast or silence,Evidence,3,FALSE,0,7,Which phrase from 'The Arithmetic of Regret' best supports the answer to the previous question?
267,704,54,4,"Based on 'The Arithmetic of Regret', which assumption does the author challenge?",that progress is always positive,that emotion is superior to reason,that art is obsolete,that science is flawless,that progress is always positive,Inference,3,FALSE,0,7,"Based on 'The Arithmetic of Regret', which assumption does the author challenge?"
268,704,55,4,What is the tone of the concluding paragraph in 'The Arithmetic of Regret'?,resigned yet hopeful,angry and urgent,indifferent,sarcastic,resigned yet hopeful,Tone,3,FALSE,0,7,What is the tone of the concluding paragraph in 'The Arithmetic of Regret'?
269,704,56,4,What rhetorical device is most evident in 'The Arithmetic of Regret'?,contrast,metaphor,hyperbole,irony,metaphor,Rhetoric,3,FALSE,0,7,What rhetorical device is most evident in 'The Arithmetic of Regret'?
270,704,57,4,What evidence would most strengthen the author’s argument in 'The Arithmetic of Regret'?,data illustrating long-term impact,an emotional anecdote,a list of names,a historical coincidence,data illustrating long-term impact,Synthesis,3,FALSE,0,7,What evidence would most strengthen the author’s argument in 'The Arithmetic of Regret'?
271,704,58,4,Which choice best describes how paragraph 3 functions in 'The Arithmetic of Regret'?,It transitions from example to interpretation,It provides comic relief,It shifts focus to unrelated data,It summarizes all prior claims,It transitions from example to interpretation,Function,3,FALSE,0,7,Which choice best describes how paragraph 3 functions in 'The Arithmetic of Regret'?
272,704,59,4,"According to 'The Arithmetic of Regret', what broader principle can be drawn?","Ethical insight arises from reflection, not haste",Power inevitably corrupts systems,Beauty guarantees truth,Failure defines genius,"Ethical insight arises from reflection, not haste",Theme,3,FALSE,0,7,"According to 'The Arithmetic of Regret', what broader principle can be drawn?"
273,704,60,4,How does the author’s conclusion in 'The Arithmetic of Regret' relate to the introduction?,It resolves initial tension by redefining success,It contradicts the original claim,It leaves the issue unanswered,It changes topic entirely,It resolves initial tension by redefining success,Evaluation,3,FALSE,0,7,How does the author’s conclusion in 'The Arithmetic of Regret' relate to the introduction?
274,705,61,5,What is the central idea of 'Letters to the Future (A Paired Passage)'?,The text explores balance between emotion and reason.,The text defends technological dominance.,The text argues for the end of tradition.,The text describes a personal failure.,The text explores balance between emotion and reason.,Central Idea,3,FALSE,0,7,What is the central idea of 'Letters to the Future (A Paired Passage)'?
275,705,62,5,What is the best title for this passage?,A Day at the Beach,How to Build a Robot,Why Rules Matter,Passage A – A Letter From,Passage A – A Letter From,Literal,3,FALSE,0,7,What is the best title for this passage?
276,705,63,5,"In 'Letters to the Future (A Paired Passage)', the word 'reflection' most nearly means—",serious thought,mirror image,light bounce,criticism,serious thought,Vocabulary,3,FALSE,0,7,"Replace 'reflection' with a word that appears in the passage, or rewrite the question to use passage vocabulary."
277,705,64,5,What can be inferred about the author’s tone in 'Letters to the Future (A Paired Passage)'?,balanced and contemplative,sarcastic and dismissive,joyful and nostalgic,coldly scientific,balanced and contemplative,Inference,3,FALSE,0,7,What can be inferred about the author’s tone in 'Letters to the Future (A Paired Passage)'?
278,705,65,5,How does the author develop the main argument in 'Letters to the Future (A Paired Passage)'?,by contrasting ideals with outcomes,by listing statistics,by mocking opponents,by defining technical terms,by contrasting ideals with outcomes,Structure,3,FALSE,0,7,How does the author develop the main argument in 'Letters to the Future (A Paired Passage)'?
279,705,66,5,What is the best title for this passage?,A Day at the Beach,How to Build a Robot,Why Rules Matter,Passage A – A Letter From,Passage A – A Letter From,Literal,3,FALSE,0,7,What is the best title for this passage?
280,705,67,5,What is the effect of the imagery used in 'Letters to the Future (A Paired Passage)'?,It deepens emotional impact,It distracts from key ideas,It clarifies technical processes,It adds humor,It deepens emotional impact,Style,3,FALSE,0,7,What is the effect of the imagery used in 'Letters to the Future (A Paired Passage)'?
281,705,68,5,Which phrase from 'Letters to the Future (A Paired Passage)' best supports the answer to the previous question?,a line describing contrast or silence,a line about weather,a figure of speech unrelated to theme,a numerical fact,a line describing contrast or silence,Evidence,3,FALSE,0,7,Which phrase from 'Letters to the Future (A Paired Passage)' best supports the answer to the previous question?
282,705,69,5,What is the author's main purpose in this passage?,To entertain with a fantasy story.,To give step-by-step instructions for a craft.,To inform readers about a topic.,To persuade readers to buy a product.,To inform readers about a topic.,Inference,3,FALSE,0,7,", 'What is the main idea of the passage about nan?"
283,705,70,5,What is the tone of the concluding paragraph in 'Letters to the Future (A Paired Passage)'?,resigned yet hopeful,angry and urgent,indifferent,sarcastic,resigned yet hopeful,Tone,3,FALSE,0,7,What is the tone of the concluding paragraph in 'Letters to the Future (A Paired Passage)'?
284,705,71,5,What rhetorical device is most evident in 'Letters to the Future (A Paired Passage)'?,contrast,metaphor,hyperbole,irony,metaphor,Rhetoric,3,FALSE,0,7,What rhetorical device is most evident in 'Letters to the Future (A Paired Passage)'?
285,705,72,5,What evidence would most strengthen the author’s argument in 'Letters to the Future (A Paired Passage)'?,data illustrating long-term impact,an emotional anecdote,a list of names,a historical coincidence,data illustrating long-term impact,Synthesis,3,FALSE,0,7,What evidence would most strengthen the author’s argument in 'Letters to the Future (A Paired Passage)'?
286,705,73,5,What is the best title for this passage?,A Day at the Beach,How to Build a Robot,Why Rules Matter,Passage A – A Letter From,Passage A – A Letter From,Literal,3,FALSE,0,7,What is the best title for this passage?
287,705,74,5,"According to 'Letters to the Future (A Paired Passage)', what broader principle can be drawn?","Ethical insight arises from reflection, not haste",Power inevitably corrupts systems,Beauty guarantees truth,Failure defines genius,"Ethical insight arises from reflection, not haste",Theme,3,FALSE,0,7,"According to 'Letters to the Future (A Paired Passage)', what broader principle can be drawn?"
288,705,75,5,What is the best title for this passage?,A Day at the Beach,How to Build a Robot,Why Rules Matter,Passage A – A Letter From,Passage A – A Letter From,Literal,3,FALSE,0,7,What is the best title for this passage?
289,706,76,6,What is the best title for this passage?,Why Rules Matter,"In 1895, Sociologist Gustave Le Bon",A Day at the Beach,How to Build a Robot,"In 1895, Sociologist Gustave Le Bon",Literal,2,FALSE,0,7,What is the best title for this passage?
290,706,77,6,What is the best title for this passage?,Why Rules Matter,"In 1895, Sociologist Gustave Le Bon",A Day at the Beach,How to Build a Robot,"In 1895, Sociologist Gustave Le Bon",Literal,2,FALSE,0,7,What is the best title for this passage?
291,706,78,6,What is the best title for this passage?,Why Rules Matter,"In 1895, Sociologist Gustave Le Bon",A Day at the Beach,How to Build a Robot,"In 1895, Sociologist Gustave Le Bon",Vocabulary,2,FALSE,0,7,What is the best title for this passage?
292,706,79,6,What is the author's main purpose in this passage?,To entertain with a fantasy story.,To give step-by-step instructions for a craft.,To inform readers about a topic.,To persuade readers to buy a product.,To inform readers about a topic.,Inference,2,FALSE,0,7,", 'What is the main idea of the passage about nan?"
293,706,80,6,How does the author develop the main argument in 'The Equation of the Crowd'?,by contrasting ideals with outcomes,by listing statistics,by mocking opponents,by defining technical terms,by contrasting ideals with outcomes,Structure,2,FALSE,0,7,How does the author develop the main argument in 'The Equation of the Crowd'?
294,706,81,6,What is the best title for this passage?,Why Rules Matter,"In 1895, Sociologist Gustave Le Bon",A Day at the Beach,How to Build a Robot,"In 1895, Sociologist Gustave Le Bon",Literal,2,FALSE,0,7,What is the best title for this passage?
295,706,82,6,What is the best title for this passage?,Why Rules Matter,"In 1895, Sociologist Gustave Le Bon",A Day at the Beach,How to Build a Robot,"In 1895, Sociologist Gustave Le Bon",Literal,2,FALSE,0,7,What is the best title for this passage?
296,706,83,6,What is the best title for this passage?,Why Rules Matter,"In 1895, Sociologist Gustave Le Bon",A Day at the Beach,How to Build a Robot,"In 1895, Sociologist Gustave Le Bon",Literal,2,FALSE,0,7,What is the best title for this passage?
297,706,84,6,"Based on 'The Equation of the Crowd', which assumption does the author challenge?",that progress is always positive,that emotion is superior to reason,that art is obsolete,that science is flawless,that progress is always positive,Inference,2,FALSE,0,7,"Based on 'The Equation of the Crowd', which assumption does the author challenge?"
298,706,85,6,What is the tone of the concluding paragraph in 'The Equation of the Crowd'?,resigned yet hopeful,angry and urgent,indifferent,sarcastic,resigned yet hopeful,Tone,2,FALSE,0,7,What is the tone of the concluding paragraph in 'The Equation of the Crowd'?
299,706,86,6,What is the best title for this passage?,Why Rules Matter,"In 1895, Sociologist Gustave Le Bon",A Day at the Beach,How to Build a Robot,"In 1895, Sociologist Gustave Le Bon",Literal,2,FALSE,0,7,What is the best title for this passage?
300,706,87,6,What is the best title for this passage?,Why Rules Matter,"In 1895, Sociologist Gustave Le Bon",A Day at the Beach,How to Build a Robot,"In 1895, Sociologist Gustave Le Bon",Literal,2,FALSE,0,7,What is the best title for this passage?
301,706,88,6,Which choice best describes how paragraph 3 functions in 'The Equation of the Crowd'?,It transitions from example to interpretation,It provides comic relief,It shifts focus to unrelated data,It summarizes all prior claims,It transitions from example to interpretation,Function,2,FALSE,0,7,Which choice best describes how paragraph 3 functions in 'The Equation of the Crowd'?
302,706,89,6,What is the best title for this passage?,Why Rules Matter,"In 1895, Sociologist Gustave Le Bon",A Day at the Beach,How to Build a Robot,"In 1895, Sociologist Gustave Le Bon",Literal,2,FALSE,0,7,What is the best title for this passage?
303,706,90,6,What is the best title for this passage?,Why Rules Matter,"In 1895, Sociologist Gustave Le Bon",A Day at the Beach,How to Build a Robot,"In 1895, Sociologist Gustave Le Bon",Literal,2,FALSE,0,7,What is the best title for this passage?
