global_question_id,global_passage_id,question_id,passage_id,question_text,choice_1,choice_2,choice_3,choice_4,correct_answer,question_type,difficulty,manual_review,used_count,level
293,706.0,80.0,6.0,How does the author develop the main argument in 'The Equation of the Crowd'?,by contrasting ideals with outcomes,by listing statistics,by mocking opponents,by defining technical terms,by contrasting ideals with outcomes,Structure,2.0,False,0,7
294,706.0,81.0,6.0,What is the best title for this passage?,Why Rules Matter,"In 1895, Sociologist Gustave Le Bon",A Day at the Beach,How to Build a Robot,"In 1895, Sociologist Gustave Le Bon",Literal,2.0,False,0,7
295,706.0,82.0,6.0,What is the best title for this passage?,Why Rules Matter,"In 1895, Sociologist Gustave Le Bon",A Day at the Beach,How to Build a Robot,"In 1895, Sociologist Gustave Le Bon",Literal,2.0,False,0,7
296,706.0,83.0,6.0,What is the best title for this passage?,Why Rules Matter,"In 1895, Sociologist Gustave Le Bon",A Day at the Beach,How to Build a Robot,"In 1895, Sociologist Gustave Le Bon",Literal,2.0,False,0,7
297,706.0,84.0,6.0,"Based on 'The Equation of the Crowd', which assumption does the author challenge?",that progress is always positive,that emotion is superior to reason,that art is obsolete,that science is flawless,that progress is always positive,Inference,2.0,False,0,7
298,706.0,85.0,6.0,What is the tone of the concluding paragraph in 'The Equation of the Crowd'?,resigned yet hopeful,angry and urgent,indifferent,sarcastic,resigned yet hopeful,Tone,2.0,False,0,7
299,706.0,86.0,6.0,What is the best title for this passage?,Why Rules Matter,"In 1895, Sociologist Gustave Le Bon",A Day at the Beach,How to Build a Robot,"In 1895, Sociologist Gustave Le Bon",Literal,2.0,False,0,7
300,706.0,87.0,6.0,What is the best title for this passage?,Why Rules Matter,"In 1895, Sociologist Gustave Le Bon",A Day at the Beach,How to Build a Robot,"In 1895, Sociologist Gustave Le Bon",Literal,2.0,False,0,7
301,706.0,88.0,6.0,Which choice best describes how paragraph 3 functions in 'The Equation of the Crowd'?,It transitions from example to interpretation,It provides comic relief,It shifts focus to unrelated data,It summarizes all prior claims,It transitions from example to interpretation,Function,2.0,False,0,7
302,706.0,89.0,6.0,What is the best title for this passage?,Why Rules Matter,"In 1895, Sociologist Gustave Le Bon",A Day at the Beach,How to Build a Robot,"In 1895, Sociologist Gustave Le Bon",Literal,2.0,False,0,7
303,706.0,90.0,6.0,What is the best title for this passage?,Why Rules Matter,"In 1895, Sociologist Gustave Le Bon",A Day at the Beach,How to Build a Robot,"In 1895, Sociologist Gustave Le Bon",Literal,2.0,False,0,7
